COU,Country,Pollutant,VAR,Year,Value
BLR,Belarus,Carbon dioxide,INDEX_1990,2009,57.225
BLR,Belarus,Carbon dioxide,INDEX_1990,2010,58.288
BLR,Belarus,Carbon dioxide,INDEX_1990,2011,57.274
BLR,Belarus,Carbon dioxide,INDEX_1990,2012,58.545
BLR,Belarus,Carbon dioxide,INDEX_1990,2013,59.135
BLR,Belarus,Carbon dioxide,INDEX_1990,2014,58.647
BLR,Belarus,Carbon dioxide,INDEX_1990,2015,54.362
BLR,Belarus,Carbon dioxide,INDEX_1990,2016,54.405
BLR,Belarus,Carbon dioxide,INDEX_1990,2017,54.939
BLR,Belarus,Carbon dioxide,INDEX_1990,2018,57.499
BLR,Belarus,Carbon dioxide,INDEX_1990,2019,57.328
BLR,Belarus,Carbon dioxide,INDEX_1990,2020,54.258
MCO,Monaco,Methane,TOTAL,1990,2.199
MCO,Monaco,Methane,TOTAL,1991,2.04
MCO,Monaco,Methane,TOTAL,1992,1.887
MCO,Monaco,Methane,TOTAL,1993,1.583
MCO,Monaco,Methane,TOTAL,1994,1.334
MCO,Monaco,Methane,TOTAL,1995,1.211
MCO,Monaco,Methane,TOTAL,1996,1.217
MCO,Monaco,Methane,TOTAL,1997,1.088
MCO,Monaco,Methane,TOTAL,1998,1.136
MCO,Monaco,Methane,TOTAL,1999,1.373
MCO,Monaco,Methane,TOTAL,2000,1.43
MCO,Monaco,Methane,TOTAL,2001,1.276
MCO,Monaco,Methane,TOTAL,2002,1.304
MCO,Monaco,Methane,TOTAL,2003,1.268
MCO,Monaco,Methane,TOTAL,2004,1.593
MCO,Monaco,Methane,TOTAL,2005,1.74
MCO,Monaco,Methane,TOTAL,2006,1.954
MCO,Monaco,Methane,TOTAL,2007,1.854
MCO,Monaco,Methane,TOTAL,2008,1.895
MCO,Monaco,Methane,TOTAL,2009,1.018
MCO,Monaco,Methane,TOTAL,2010,1.255
MCO,Monaco,Methane,TOTAL,2011,1.158
MCO,Monaco,Methane,TOTAL,2012,1.301
MCO,Monaco,Methane,TOTAL,2013,1.27
MCO,Monaco,Methane,TOTAL,2014,1.309
MCO,Monaco,Methane,TOTAL,2015,1.355
MCO,Monaco,Methane,TOTAL,2016,1.333
MCO,Monaco,Methane,TOTAL,2017,1.356
MCO,Monaco,Methane,TOTAL,2018,1.335
MCO,Monaco,Methane,TOTAL,2019,1.077
MCO,Monaco,Methane,TOTAL,2020,0.72
PER,Peru,Greenhouse gases,TOTAL,1994,57582.87
PER,Peru,Greenhouse gases,TOTAL,2000,62195.69
PER,Peru,Greenhouse gases,TOTAL,2005,67528.27
PER,Peru,Greenhouse gases,TOTAL,2010,83995.9
PER,Peru,Greenhouse gases,TOTAL,2012,84585.25
PER,Peru,Greenhouse gases,TOTAL,2014,91918.69
PER,Peru,Greenhouse gases,TOTAL,2016,96302.88
BLR,Belarus,Greenhouse gases,TOTAL,1990,146151.803
BLR,Belarus,Greenhouse gases,TOTAL,1991,137364.938
BLR,Belarus,Greenhouse gases,TOTAL,1992,125737.392
BLR,Belarus,Greenhouse gases,TOTAL,1993,111850.42
BLR,Belarus,Greenhouse gases,TOTAL,1994,94117.507
BLR,Belarus,Greenhouse gases,TOTAL,1995,87541.804
BLR,Belarus,Greenhouse gases,TOTAL,1996,88101.473
BLR,Belarus,Greenhouse gases,TOTAL,1997,88861.872
BLR,Belarus,Greenhouse gases,TOTAL,1998,89984.292
BLR,Belarus,Greenhouse gases,TOTAL,1999,83572.498
BLR,Belarus,Greenhouse gases,TOTAL,2000,83224.121
BLR,Belarus,Greenhouse gases,TOTAL,2001,82994.651
BLR,Belarus,Greenhouse gases,TOTAL,2002,81418.86
BLR,Belarus,Greenhouse gases,TOTAL,2003,83413.448
BLR,Belarus,Greenhouse gases,TOTAL,2004,87610.569
BLR,Belarus,Greenhouse gases,TOTAL,2005,89543.431
BLR,Belarus,Greenhouse gases,TOTAL,2006,93476.288
BLR,Belarus,Greenhouse gases,TOTAL,2007,92672.588
BLR,Belarus,Greenhouse gases,TOTAL,2008,95534.024
BLR,Belarus,Greenhouse gases,TOTAL,2009,91891.379
BLR,Belarus,Greenhouse gases,TOTAL,2010,93359.712
BLR,Belarus,Greenhouse gases,TOTAL,2011,93005.337
BLR,Belarus,Greenhouse gases,TOTAL,2012,94395.992
BLR,Belarus,Greenhouse gases,TOTAL,2013,95377.133
BLR,Belarus,Greenhouse gases,TOTAL,2014,94266.469
BLR,Belarus,Greenhouse gases,TOTAL,2015,89088.898
BLR,Belarus,Greenhouse gases,TOTAL,2016,89101.838
BLR,Belarus,Greenhouse gases,TOTAL,2017,90193.166
BLR,Belarus,Greenhouse gases,TOTAL,2018,92750.199
BLR,Belarus,Greenhouse gases,TOTAL,2019,93576.265
BLR,Belarus,Greenhouse gases,TOTAL,2020,89581.591
IDN,Indonesia,Carbon dioxide,INDEX_1990,1990,100.0
IDN,Indonesia,Carbon dioxide,INDEX_1990,1991,108.699
IDN,Indonesia,Carbon dioxide,INDEX_1990,1992,115.991
IDN,Indonesia,Carbon dioxide,INDEX_1990,1993,123.123
IDN,Indonesia,Carbon dioxide,INDEX_1990,1994,132.559
IDN,Indonesia,Carbon dioxide,INDEX_1990,2000,202.909
IDN,Indonesia,Carbon dioxide,INDEX_1990,2014,440.2
MLT,Malta,Greenhouse gases,INDEX_1990,1990,100.0
MLT,Malta,Greenhouse gases,INDEX_1990,1991,94.342
MLT,Malta,Greenhouse gases,INDEX_1990,1992,96.841
MLT,Malta,Greenhouse gases,INDEX_1990,1993,119.466
MLT,Malta,Greenhouse gases,INDEX_1990,1994,111.052
MLT,Malta,Greenhouse gases,INDEX_1990,1995,103.198
MLT,Malta,Greenhouse gases,INDEX_1990,1996,107.778
MLT,Malta,Greenhouse gases,INDEX_1990,1997,108.335
MLT,Malta,Greenhouse gases,INDEX_1990,1998,106.893
MLT,Malta,Greenhouse gases,INDEX_1990,1999,110.176
MLT,Malta,Greenhouse gases,INDEX_1990,2000,107.326
MLT,Malta,Greenhouse gases,INDEX_1990,2001,112.962
MLT,Malta,Greenhouse gases,INDEX_1990,2002,114.88
MLT,Malta,Greenhouse gases,INDEX_1990,2003,125.63
MLT,Malta,Greenhouse gases,INDEX_1990,2004,120.952
MLT,Malta,Greenhouse gases,INDEX_1990,2005,114.668
MLT,Malta,Greenhouse gases,INDEX_1990,2006,117.002
MLT,Malta,Greenhouse gases,INDEX_1990,2007,120.553
MLT,Malta,Greenhouse gases,INDEX_1990,2008,118.18
MLT,Malta,Greenhouse gases,INDEX_1990,2009,111.103
MLT,Malta,Greenhouse gases,INDEX_1990,2010,113.298
MLT,Malta,Greenhouse gases,INDEX_1990,2011,113.491
MLT,Malta,Greenhouse gases,INDEX_1990,2012,120.51
MLT,Malta,Greenhouse gases,INDEX_1990,2013,107.536
MLT,Malta,Greenhouse gases,INDEX_1990,2014,107.747
MLT,Malta,Greenhouse gases,INDEX_1990,2015,81.674
MLT,Malta,Greenhouse gases,INDEX_1990,2016,70.626
MLT,Malta,Greenhouse gases,INDEX_1990,2017,77.639
MLT,Malta,Greenhouse gases,INDEX_1990,2018,78.099
MLT,Malta,Greenhouse gases,INDEX_1990,2019,82.014
MLT,Malta,Greenhouse gases,INDEX_1990,2020,81.622
CYP,Cyprus,Greenhouse gases,TOTAL,1990,5576.488
CYP,Cyprus,Greenhouse gases,TOTAL,1991,6077.964
CYP,Cyprus,Greenhouse gases,TOTAL,1992,6523.432
CYP,Cyprus,Greenhouse gases,TOTAL,1993,6812.178
CYP,Cyprus,Greenhouse gases,TOTAL,1994,7060.234
CYP,Cyprus,Greenhouse gases,TOTAL,1995,6996.944
CYP,Cyprus,Greenhouse gases,TOTAL,1996,7341.989
CYP,Cyprus,Greenhouse gases,TOTAL,1997,7430.126
CYP,Cyprus,Greenhouse gases,TOTAL,1998,7758.97
CYP,Cyprus,Greenhouse gases,TOTAL,1999,8026.003
CYP,Cyprus,Greenhouse gases,TOTAL,2000,8296.677
CYP,Cyprus,Greenhouse gases,TOTAL,2001,8242.105
CYP,Cyprus,Greenhouse gases,TOTAL,2002,8468.068
CYP,Cyprus,Greenhouse gases,TOTAL,2003,8861.242
CYP,Cyprus,Greenhouse gases,TOTAL,2004,9085.602
CYP,Cyprus,Greenhouse gases,TOTAL,2005,9211.178
CYP,Cyprus,Greenhouse gases,TOTAL,2006,9470.493
CYP,Cyprus,Greenhouse gases,TOTAL,2007,9802.215
CYP,Cyprus,Greenhouse gases,TOTAL,2008,10025.69
CYP,Cyprus,Greenhouse gases,TOTAL,2009,9788.899
CYP,Cyprus,Greenhouse gases,TOTAL,2010,9464.043
CYP,Cyprus,Greenhouse gases,TOTAL,2011,9157.418
CYP,Cyprus,Greenhouse gases,TOTAL,2012,8629.84
CYP,Cyprus,Greenhouse gases,TOTAL,2013,7919.822
CYP,Cyprus,Greenhouse gases,TOTAL,2014,8292.645
CYP,Cyprus,Greenhouse gases,TOTAL,2015,8344.082
CYP,Cyprus,Greenhouse gases,TOTAL,2016,8799.316
CYP,Cyprus,Greenhouse gases,TOTAL,2017,8996.82
CYP,Cyprus,Greenhouse gases,TOTAL,2018,8857.802
CYP,Cyprus,Greenhouse gases,TOTAL,2019,8900.115
CYP,Cyprus,Greenhouse gases,TOTAL,2020,8871.574
SAU,Saudi Arabia,Methane,INDEX_1990,1990,100.0
SAU,Saudi Arabia,Methane,INDEX_1990,2000,166.708
SAU,Saudi Arabia,Methane,INDEX_1990,2010,262.608
SAU,Saudi Arabia,Methane,INDEX_1990,2012,226.055
KAZ,Kazakhstan,Methane,INDEX_1990,1990,100.0
KAZ,Kazakhstan,Methane,INDEX_1990,1991,93.93
KAZ,Kazakhstan,Methane,INDEX_1990,1992,90.426
KAZ,Kazakhstan,Methane,INDEX_1990,1993,82.382
KAZ,Kazakhstan,Methane,INDEX_1990,1994,69.425
KAZ,Kazakhstan,Methane,INDEX_1990,1995,59.19
KAZ,Kazakhstan,Methane,INDEX_1990,1996,55.823
KAZ,Kazakhstan,Methane,INDEX_1990,1997,56.923
KAZ,Kazakhstan,Methane,INDEX_1990,1998,57.995
KAZ,Kazakhstan,Methane,INDEX_1990,1999,55.074
KAZ,Kazakhstan,Methane,INDEX_1990,2000,60.323
KAZ,Kazakhstan,Methane,INDEX_1990,2001,58.714
KAZ,Kazakhstan,Methane,INDEX_1990,2002,63.359
KAZ,Kazakhstan,Methane,INDEX_1990,2003,66.669
KAZ,Kazakhstan,Methane,INDEX_1990,2004,62.773
KAZ,Kazakhstan,Methane,INDEX_1990,2005,62.478
KAZ,Kazakhstan,Methane,INDEX_1990,2006,59.015
KAZ,Kazakhstan,Methane,INDEX_1990,2007,54.225
KAZ,Kazakhstan,Methane,INDEX_1990,2008,48.359
KAZ,Kazakhstan,Methane,INDEX_1990,2009,42.03
KAZ,Kazakhstan,Methane,INDEX_1990,2010,40.606
KAZ,Kazakhstan,Methane,INDEX_1990,2011,40.789
KAZ,Kazakhstan,Methane,INDEX_1990,2012,39.522
KAZ,Kazakhstan,Methane,INDEX_1990,2013,40.655
KAZ,Kazakhstan,Methane,INDEX_1990,2014,41.51
KAZ,Kazakhstan,Methane,INDEX_1990,2015,41.773
KAZ,Kazakhstan,Methane,INDEX_1990,2016,42.814
KAZ,Kazakhstan,Methane,INDEX_1990,2017,44.863
KAZ,Kazakhstan,Methane,INDEX_1990,2018,46.781
KAZ,Kazakhstan,Methane,INDEX_1990,2019,47.747
KAZ,Kazakhstan,Methane,INDEX_1990,2020,49.639
LIE,Liechtenstein,Greenhouse gases,TOTAL,1990,228.475
LIE,Liechtenstein,Greenhouse gases,TOTAL,1991,236.043
LIE,Liechtenstein,Greenhouse gases,TOTAL,1992,236.243
LIE,Liechtenstein,Greenhouse gases,TOTAL,1993,243.366
LIE,Liechtenstein,Greenhouse gases,TOTAL,1994,229.721
LIE,Liechtenstein,Greenhouse gases,TOTAL,1995,233.54
LIE,Liechtenstein,Greenhouse gases,TOTAL,1996,235.849
LIE,Liechtenstein,Greenhouse gases,TOTAL,1997,248.425
LIE,Liechtenstein,Greenhouse gases,TOTAL,1998,259.382
LIE,Liechtenstein,Greenhouse gases,TOTAL,1999,256.383
LIE,Liechtenstein,Greenhouse gases,TOTAL,2000,247.007
LIE,Liechtenstein,Greenhouse gases,TOTAL,2001,246.569
LIE,Liechtenstein,Greenhouse gases,TOTAL,2002,252.882
LIE,Liechtenstein,Greenhouse gases,TOTAL,2003,263.006
LIE,Liechtenstein,Greenhouse gases,TOTAL,2004,263.227
LIE,Liechtenstein,Greenhouse gases,TOTAL,2005,263.64
LIE,Liechtenstein,Greenhouse gases,TOTAL,2006,267.245
LIE,Liechtenstein,Greenhouse gases,TOTAL,2007,238.054
LIE,Liechtenstein,Greenhouse gases,TOTAL,2008,257.829
LIE,Liechtenstein,Greenhouse gases,TOTAL,2009,243.101
LIE,Liechtenstein,Greenhouse gases,TOTAL,2010,228.166
LIE,Liechtenstein,Greenhouse gases,TOTAL,2011,215.323
LIE,Liechtenstein,Greenhouse gases,TOTAL,2012,224.509
LIE,Liechtenstein,Greenhouse gases,TOTAL,2013,230.73
LIE,Liechtenstein,Greenhouse gases,TOTAL,2014,199.727
LIE,Liechtenstein,Greenhouse gases,TOTAL,2015,198.146
LIE,Liechtenstein,Greenhouse gases,TOTAL,2016,187.758
LIE,Liechtenstein,Greenhouse gases,TOTAL,2017,193.457
LIE,Liechtenstein,Greenhouse gases,TOTAL,2018,181.273
LIE,Liechtenstein,Greenhouse gases,TOTAL,2019,187.673
LIE,Liechtenstein,Greenhouse gases,TOTAL,2020,179.659
CYP,Cyprus,Carbon dioxide,INDEX_1990,1990,100.0
CYP,Cyprus,Carbon dioxide,INDEX_1990,1991,110.521
CYP,Cyprus,Carbon dioxide,INDEX_1990,1992,118.574
CYP,Cyprus,Carbon dioxide,INDEX_1990,1993,123.805
CYP,Cyprus,Carbon dioxide,INDEX_1990,1994,128.996
CYP,Cyprus,Carbon dioxide,INDEX_1990,1995,126.238
CYP,Cyprus,Carbon dioxide,INDEX_1990,1996,133.763
CYP,Cyprus,Carbon dioxide,INDEX_1990,1997,135.65
CYP,Cyprus,Carbon dioxide,INDEX_1990,1998,142.034
CYP,Cyprus,Carbon dioxide,INDEX_1990,1999,147.767
CYP,Cyprus,Carbon dioxide,INDEX_1990,2000,153.064
CYP,Cyprus,Carbon dioxide,INDEX_1990,2001,150.36
CYP,Cyprus,Carbon dioxide,INDEX_1990,2002,154.429
CYP,Cyprus,Carbon dioxide,INDEX_1990,2003,162.829
CYP,Cyprus,Carbon dioxide,INDEX_1990,2004,167.7
CYP,Cyprus,Carbon dioxide,INDEX_1990,2005,171.015
CYP,Cyprus,Carbon dioxide,INDEX_1990,2006,175.909
CYP,Cyprus,Carbon dioxide,INDEX_1990,2007,182.772
CYP,Cyprus,Carbon dioxide,INDEX_1990,2008,187.338
CYP,Cyprus,Carbon dioxide,INDEX_1990,2009,182.062
CYP,Cyprus,Carbon dioxide,INDEX_1990,2010,174.131
CYP,Cyprus,Carbon dioxide,INDEX_1990,2011,167.398
CYP,Cyprus,Carbon dioxide,INDEX_1990,2012,156.108
CYP,Cyprus,Carbon dioxide,INDEX_1990,2013,141.493
CYP,Cyprus,Carbon dioxide,INDEX_1990,2014,149.405
CYP,Cyprus,Carbon dioxide,INDEX_1990,2015,149.853
CYP,Cyprus,Carbon dioxide,INDEX_1990,2016,158.501
CYP,Cyprus,Carbon dioxide,INDEX_1990,2017,161.724
CYP,Cyprus,Carbon dioxide,INDEX_1990,2018,157.795
CYP,Cyprus,Carbon dioxide,INDEX_1990,2019,157.809
CYP,Cyprus,Carbon dioxide,INDEX_1990,2020,156.227
MCO,Monaco,Greenhouse gases,TOTAL,1990,102.739
MCO,Monaco,Greenhouse gases,TOTAL,1991,103.597
MCO,Monaco,Greenhouse gases,TOTAL,1992,109.239
MCO,Monaco,Greenhouse gases,TOTAL,1993,108.386
MCO,Monaco,Greenhouse gases,TOTAL,1994,109.083
MCO,Monaco,Greenhouse gases,TOTAL,1995,105.723
MCO,Monaco,Greenhouse gases,TOTAL,1996,109.527
MCO,Monaco,Greenhouse gases,TOTAL,1997,108.142
MCO,Monaco,Greenhouse gases,TOTAL,1998,107.277
MCO,Monaco,Greenhouse gases,TOTAL,1999,108.444
MCO,Monaco,Greenhouse gases,TOTAL,2000,106.56
MCO,Monaco,Greenhouse gases,TOTAL,2001,106.984
MCO,Monaco,Greenhouse gases,TOTAL,2002,107.287
MCO,Monaco,Greenhouse gases,TOTAL,2003,104.425
MCO,Monaco,Greenhouse gases,TOTAL,2004,99.178
MCO,Monaco,Greenhouse gases,TOTAL,2005,97.926
MCO,Monaco,Greenhouse gases,TOTAL,2006,93.545
MCO,Monaco,Greenhouse gases,TOTAL,2007,93.342
MCO,Monaco,Greenhouse gases,TOTAL,2008,94.048
MCO,Monaco,Greenhouse gases,TOTAL,2009,90.281
MCO,Monaco,Greenhouse gases,TOTAL,2010,88.875
MCO,Monaco,Greenhouse gases,TOTAL,2011,86.537
MCO,Monaco,Greenhouse gases,TOTAL,2012,89.169
MCO,Monaco,Greenhouse gases,TOTAL,2013,91.291
MCO,Monaco,Greenhouse gases,TOTAL,2014,85.518
MCO,Monaco,Greenhouse gases,TOTAL,2015,88.433
MCO,Monaco,Greenhouse gases,TOTAL,2016,86.681
MCO,Monaco,Greenhouse gases,TOTAL,2017,83.607
MCO,Monaco,Greenhouse gases,TOTAL,2018,86.968
MCO,Monaco,Greenhouse gases,TOTAL,2019,83.291
MCO,Monaco,Greenhouse gases,TOTAL,2020,70.036
HRV,Croatia,Greenhouse gases,INDEX_1990,1990,100.0
HRV,Croatia,Greenhouse gases,INDEX_1990,1991,78.673
HRV,Croatia,Greenhouse gases,INDEX_1990,1992,72.556
HRV,Croatia,Greenhouse gases,INDEX_1990,1993,72.395
HRV,Croatia,Greenhouse gases,INDEX_1990,1994,69.523
HRV,Croatia,Greenhouse gases,INDEX_1990,1995,71.624
HRV,Croatia,Greenhouse gases,INDEX_1990,1996,73.189
HRV,Croatia,Greenhouse gases,INDEX_1990,1997,77.608
HRV,Croatia,Greenhouse gases,INDEX_1990,1998,77.883
HRV,Croatia,Greenhouse gases,INDEX_1990,1999,82.039
HRV,Croatia,Greenhouse gases,INDEX_1990,2000,81.157
HRV,Croatia,Greenhouse gases,INDEX_1990,2001,84.893
HRV,Croatia,Greenhouse gases,INDEX_1990,2002,88.235
HRV,Croatia,Greenhouse gases,INDEX_1990,2003,92.793
HRV,Croatia,Greenhouse gases,INDEX_1990,2004,92.887
HRV,Croatia,Greenhouse gases,INDEX_1990,2005,94.456
HRV,Croatia,Greenhouse gases,INDEX_1990,2006,95.668
HRV,Croatia,Greenhouse gases,INDEX_1990,2007,100.29
HRV,Croatia,Greenhouse gases,INDEX_1990,2008,97.384
HRV,Croatia,Greenhouse gases,INDEX_1990,2009,90.157
HRV,Croatia,Greenhouse gases,INDEX_1990,2010,88.94
HRV,Croatia,Greenhouse gases,INDEX_1990,2011,88.035
HRV,Croatia,Greenhouse gases,INDEX_1990,2012,82.429
HRV,Croatia,Greenhouse gases,INDEX_1990,2013,78.387
HRV,Croatia,Greenhouse gases,INDEX_1990,2014,76.044
HRV,Croatia,Greenhouse gases,INDEX_1990,2015,77.563
HRV,Croatia,Greenhouse gases,INDEX_1990,2016,78.395
HRV,Croatia,Greenhouse gases,INDEX_1990,2017,81.167
HRV,Croatia,Greenhouse gases,INDEX_1990,2018,77.728
HRV,Croatia,Greenhouse gases,INDEX_1990,2019,78.437
HRV,Croatia,Greenhouse gases,INDEX_1990,2020,75.677
MLT,Malta,Carbon dioxide,TOTAL,1990,2394.194
MLT,Malta,Carbon dioxide,TOTAL,1991,2238.107
MLT,Malta,Carbon dioxide,TOTAL,1992,2292.08
MLT,Malta,Carbon dioxide,TOTAL,1993,2870.399
MLT,Malta,Carbon dioxide,TOTAL,1994,2647.929
MLT,Malta,Carbon dioxide,TOTAL,1995,2439.42
MLT,Malta,Carbon dioxide,TOTAL,1996,2550.535
MLT,Malta,Carbon dioxide,TOTAL,1997,2556.728
MLT,Malta,Carbon dioxide,TOTAL,1998,2513.582
MLT,Malta,Carbon dioxide,TOTAL,1999,2591.822
MLT,Malta,Carbon dioxide,TOTAL,2000,2507.257
MLT,Malta,Carbon dioxide,TOTAL,2001,2647.718
MLT,Malta,Carbon dioxide,TOTAL,2002,2687.784
MLT,Malta,Carbon dioxide,TOTAL,2003,2960.534
MLT,Malta,Carbon dioxide,TOTAL,2004,2819.964
MLT,Malta,Carbon dioxide,TOTAL,2005,2644.672
MLT,Malta,Carbon dioxide,TOTAL,2006,2661.658
MLT,Malta,Carbon dioxide,TOTAL,2007,2731.301
MLT,Malta,Carbon dioxide,TOTAL,2008,2739.894
MLT,Malta,Carbon dioxide,TOTAL,2009,2527.633
MLT,Malta,Carbon dioxide,TOTAL,2010,2589.131
MLT,Malta,Carbon dioxide,TOTAL,2011,2577.198
MLT,Malta,Carbon dioxide,TOTAL,2012,2726.207
MLT,Malta,Carbon dioxide,TOTAL,2013,2379.19
MLT,Malta,Carbon dioxide,TOTAL,2014,2364.387
MLT,Malta,Carbon dioxide,TOTAL,2015,1665.291
MLT,Malta,Carbon dioxide,TOTAL,2016,1356.353
MLT,Malta,Carbon dioxide,TOTAL,2017,1530.878
MLT,Malta,Carbon dioxide,TOTAL,2018,1546.948
MLT,Malta,Carbon dioxide,TOTAL,2019,1649.193
MLT,Malta,Carbon dioxide,TOTAL,2020,1599.576
LIE,Liechtenstein,Methane,TOTAL,1990,19.236
LIE,Liechtenstein,Methane,TOTAL,1991,19.165
LIE,Liechtenstein,Methane,TOTAL,1992,18.712
LIE,Liechtenstein,Methane,TOTAL,1993,17.871
LIE,Liechtenstein,Methane,TOTAL,1994,17.933
LIE,Liechtenstein,Methane,TOTAL,1995,17.923
LIE,Liechtenstein,Methane,TOTAL,1996,18.223
LIE,Liechtenstein,Methane,TOTAL,1997,17.935
LIE,Liechtenstein,Methane,TOTAL,1998,17.818
LIE,Liechtenstein,Methane,TOTAL,1999,17.125
LIE,Liechtenstein,Methane,TOTAL,2000,16.692
LIE,Liechtenstein,Methane,TOTAL,2001,17.565
LIE,Liechtenstein,Methane,TOTAL,2002,17.742
LIE,Liechtenstein,Methane,TOTAL,2003,17.908
LIE,Liechtenstein,Methane,TOTAL,2004,18.005
LIE,Liechtenstein,Methane,TOTAL,2005,18.492
LIE,Liechtenstein,Methane,TOTAL,2006,19.269
LIE,Liechtenstein,Methane,TOTAL,2007,19.505
LIE,Liechtenstein,Methane,TOTAL,2008,19.702
LIE,Liechtenstein,Methane,TOTAL,2009,19.588
LIE,Liechtenstein,Methane,TOTAL,2010,19.013
LIE,Liechtenstein,Methane,TOTAL,2011,19.36
LIE,Liechtenstein,Methane,TOTAL,2012,19.797
LIE,Liechtenstein,Methane,TOTAL,2013,18.989
LIE,Liechtenstein,Methane,TOTAL,2014,19.171
LIE,Liechtenstein,Methane,TOTAL,2015,19.013
LIE,Liechtenstein,Methane,TOTAL,2016,19.126
LIE,Liechtenstein,Methane,TOTAL,2017,18.638
LIE,Liechtenstein,Methane,TOTAL,2018,18.9
LIE,Liechtenstein,Methane,TOTAL,2019,19.568
LIE,Liechtenstein,Methane,TOTAL,2020,19.31
MCO,Monaco,Carbon dioxide,INDEX_1990,1990,100.0
MCO,Monaco,Carbon dioxide,INDEX_1990,1991,100.694
MCO,Monaco,Carbon dioxide,INDEX_1990,1992,106.396
MCO,Monaco,Carbon dioxide,INDEX_1990,1993,105.465
MCO,Monaco,Carbon dioxide,INDEX_1990,1994,106.293
MCO,Monaco,Carbon dioxide,INDEX_1990,1995,103.02
MCO,Monaco,Carbon dioxide,INDEX_1990,1996,106.592
MCO,Monaco,Carbon dioxide,INDEX_1990,1997,105.048
MCO,Monaco,Carbon dioxide,INDEX_1990,1998,103.891
MCO,Monaco,Carbon dioxide,INDEX_1990,1999,104.608
MCO,Monaco,Carbon dioxide,INDEX_1990,2000,102.101
MCO,Monaco,Carbon dioxide,INDEX_1990,2001,101.787
MCO,Monaco,Carbon dioxide,INDEX_1990,2002,101.512
MCO,Monaco,Carbon dioxide,INDEX_1990,2003,98.772
MCO,Monaco,Carbon dioxide,INDEX_1990,2004,93.506
MCO,Monaco,Carbon dioxide,INDEX_1990,2005,91.458
MCO,Monaco,Carbon dioxide,INDEX_1990,2006,85.501
MCO,Monaco,Carbon dioxide,INDEX_1990,2007,84.209
MCO,Monaco,Carbon dioxide,INDEX_1990,2008,83.792
MCO,Monaco,Carbon dioxide,INDEX_1990,2009,80.613
MCO,Monaco,Carbon dioxide,INDEX_1990,2010,79.121
MCO,Monaco,Carbon dioxide,INDEX_1990,2011,76.29
MCO,Monaco,Carbon dioxide,INDEX_1990,2012,79.393
MCO,Monaco,Carbon dioxide,INDEX_1990,2013,80.174
MCO,Monaco,Carbon dioxide,INDEX_1990,2014,75.144
MCO,Monaco,Carbon dioxide,INDEX_1990,2015,77.452
MCO,Monaco,Carbon dioxide,INDEX_1990,2016,75.929
MCO,Monaco,Carbon dioxide,INDEX_1990,2017,74.303
MCO,Monaco,Carbon dioxide,INDEX_1990,2018,76.039
MCO,Monaco,Carbon dioxide,INDEX_1990,2019,72.66
MCO,Monaco,Carbon dioxide,INDEX_1990,2020,61.886
MLT,Malta,Methane,INDEX_1990,1990,100.0
MLT,Malta,Methane,INDEX_1990,1991,106.403
MLT,Malta,Methane,INDEX_1990,1992,112.526
MLT,Malta,Methane,INDEX_1990,1993,118.159
MLT,Malta,Methane,INDEX_1990,1994,122.4
MLT,Malta,Methane,INDEX_1990,1995,125.59
MLT,Malta,Methane,INDEX_1990,1996,132.526
MLT,Malta,Methane,INDEX_1990,1997,138.169
MLT,Malta,Methane,INDEX_1990,1998,142.191
MLT,Malta,Methane,INDEX_1990,1999,148.478
MLT,Malta,Methane,INDEX_1990,2000,152.121
MLT,Malta,Methane,INDEX_1990,2001,155.095
MLT,Malta,Methane,INDEX_1990,2002,160.5
MLT,Malta,Methane,INDEX_1990,2003,165.614
MLT,Malta,Methane,INDEX_1990,2004,173.783
MLT,Malta,Methane,INDEX_1990,2005,175.364
MLT,Malta,Methane,INDEX_1990,2006,180.057
MLT,Malta,Methane,INDEX_1990,2007,183.736
MLT,Malta,Methane,INDEX_1990,2008,118.009
MLT,Malta,Methane,INDEX_1990,2009,128.343
MLT,Malta,Methane,INDEX_1990,2010,118.03
MLT,Malta,Methane,INDEX_1990,2011,116.676
MLT,Malta,Methane,INDEX_1990,2012,120.001
MLT,Malta,Methane,INDEX_1990,2013,118.058
MLT,Malta,Methane,INDEX_1990,2014,127.407
MLT,Malta,Methane,INDEX_1990,2015,136.664
MLT,Malta,Methane,INDEX_1990,2016,144.578
MLT,Malta,Methane,INDEX_1990,2017,142.088
MLT,Malta,Methane,INDEX_1990,2018,147.739
MLT,Malta,Methane,INDEX_1990,2019,153.453
MLT,Malta,Methane,INDEX_1990,2020,154.812
IRN,Iran,Carbon dioxide,TOTAL,1994,310645.33
IRN,Iran,Carbon dioxide,TOTAL,2000,365908.35
ROU,Romania,Greenhouse gases,TOTAL,1990,248981.183
ROU,Romania,Greenhouse gases,TOTAL,1991,205258.281
ROU,Romania,Greenhouse gases,TOTAL,1992,189886.033
ROU,Romania,Greenhouse gases,TOTAL,1993,179754.576
ROU,Romania,Greenhouse gases,TOTAL,1994,177163.398
ROU,Romania,Greenhouse gases,TOTAL,1995,184291.162
ROU,Romania,Greenhouse gases,TOTAL,1996,187190.478
ROU,Romania,Greenhouse gases,TOTAL,1997,180041.019
ROU,Romania,Greenhouse gases,TOTAL,1998,162982.779
ROU,Romania,Greenhouse gases,TOTAL,1999,144983.623
